code,date,open,close,high,low,volume,money
000001.XSHE,2015-03-16,1168.3,1192.29,1199.25,1155.15,2867310.2617651746,3387183074.0
000001.XSHE,2015-03-17,1200.02,1191.51,1217.05,1179.91,2533051.908922291,3020493756.0
000001.XSHE,2015-03-18,1188.42,1200.02,1204.67,1183.78,2366529.35034416,2824051296.0
000001.XSHE,2015-03-19,1197.7,1175.27,1197.7,1169.85,2042488.7047231705,2413982341.0
000001.XSHE,2015-03-20,1175.27,1185.32,1202.35,1165.21,2554445.726048663,3027332027.0
000001.XSHE,2015-03-23,1186.1,1193.83,1203.89,1186.1,2303269.651457913,2750564645.0
000001.XSHE,2015-03-24,1193.83,1187.64,1205.44,1179.91,2015224.5251086191,2396554421.0
000001.XSHE,2015-03-25,1182.23,1153.6,1184.55,1152.05,2056933.7621359224,2396637069.0
000001.XSHE,2015-03-26,1149.73,1169.08,1191.51,1139.67,1923054.719950731,2245999026.0
000001.XSHE,2015-03-27,1168.3,1166.75,1182.23,1149.73,1354051.5208913644,1577573144.0
000001.XSHE,2015-03-30,1178.36,1211.63,1232.52,1169.08,3337960.865940924,4014763910.0
000001.XSHE,2015-03-31,1241.03,1218.59,1282.81,1210.08,3532577.1793630347,4392916213.0
000001.XSHE,2015-04-01,1224.01,1234.84,1248.77,1205.44,2123945.074665544,2608884323.0
000001.XSHE,2015-04-02,1244.9,1222.46,1247.99,1208.54,1817010.33980662,2222677526.0
000001.XSHE,2015-04-03,1214.72,1226.33,1232.52,1208.54,1854624.3547821548,2262854616.0
000001.XSHE,2015-04-07,1249.54,1300.61,1312.21,1249.54,3826322.5963201895,4898156842.0
000001.XSHE,2015-04-08,1309.89,1386.49,1398.09,1289.0,4357759.256828395,5784470106.0
000001.XSHE,2015-04-09,1388.81,1392.68,1472.37,1372.56,4101095.298273831,5794669044.0
000001.XSHE,2015-04-10,1392.68,1531.95,1531.95,1381.85,4317122.490942915,6339429320.0
000001.XSHE,2015-04-13,1592.2,1549.12,1606.25,1513.53,5132611.4581181565,8022671103.0
000001.XSHE,2015-04-14,1545.37,1526.64,1545.37,1508.85,2639765.2688256563,4020206974.0
000001.XSHE,2015-04-15,1526.64,1559.42,1616.55,1508.85,3649032.2876454047,5746960894.0
000001.XSHE,2015-04-16,1530.39,1592.2,1600.63,1521.96,2634462.944353725,4102837566.0
000001.XSHE,2015-04-17,1639.03,1585.65,1639.03,1573.47,2786190.16743922,4447249759.0
000001.XSHE,2015-04-20,1601.57,1526.64,1610.93,1513.53,3680650.913116386,5776571274.0
000001.XSHE,2015-04-21,1528.51,1550.99,1563.17,1498.54,2579508.36046654,3943916672.0
000001.XSHE,2015-04-22,1552.87,1587.52,1589.39,1545.37,2960892.265924209,4640335829.0
000001.XSHE,2015-04-23,1590.33,1560.36,1594.08,1550.99,2476736.2711169217,3893622256.0
000001.XSHE,2015-04-24,1526.64,1511.66,1546.31,1499.48,2608218.063585728,3959770644.0
000001.XSHE,2015-04-27,1518.21,1537.88,1554.74,1518.21,2627153.021041953,4027943752.0
000001.XSHE,2015-04-28,1540.69,1564.11,1625.92,1520.09,5086035.176554079,8014551559.0
000001.XSHE,2015-04-29,1560.36,1559.42,1568.79,1521.96,2296833.4508984108,3550441015.0
000001.XSHE,2015-04-30,1576.28,1564.11,1615.62,1562.23,3086330.533018778,4899313706.0
000001.XSHE,2015-05-04,1564.11,1547.25,1564.11,1524.77,1524222.9116173852,2351722644.0
000001.XSHE,2015-05-05,1536.94,1485.43,1547.25,1452.65,2455017.343126232,3685666800.0
000001.XSHE,2015-05-06,1481.69,1472.32,1525.71,1450.78,2081925.1874592477,3107778057.0
000001.XSHE,2015-05-07,1472.32,1467.64,1485.43,1451.71,1343923.1936987268,1968948606.0
000001.XSHE,2015-05-08,1471.38,1484.5,1493.86,1451.71,1467518.8817783766,2163155372.0
000001.XSHE,2015-05-11,1479.81,1501.35,1509.78,1450.78,2266821.481333467,3349060340.0
000001.XSHE,2015-05-12,1496.67,1494.8,1514.47,1467.64,2124358.426545358,3166909071.0
000001.XSHE,2015-05-13,1515.4,1487.3,1521.02,1475.13,1875492.809789552,2807443701.0
000001.XSHE,2015-05-14,1498.54,1488.24,1503.23,1470.45,1535388.440036553,2283604932.0
000001.XSHE,2015-05-15,1479.81,1447.03,1487.3,1431.11,1871383.291984271,2718918497.0
000001.XSHE,2015-05-18,1423.62,1421.74,1436.73,1403.01,1641153.4542180705,2327577363.0
000001.XSHE,2015-05-19,1420.81,1460.14,1474.19,1409.57,2047660.133274892,2959578151.0
000001.XSHE,2015-05-20,1499.48,1474.19,1509.78,1465.76,2765000.3445960144,4115488946.0
000001.XSHE,2015-05-21,1479.81,1478.88,1488.24,1463.89,1501022.674591583,2214012413.0
000001.XSHE,2015-05-22,1490.11,1523.83,1526.64,1482.62,2799422.7151322654,4233667708.0
000001.XSHE,2015-05-25,1531.32,1554.74,1564.11,1531.32,2915223.25276252,4518266965.0
000001.XSHE,2015-05-26,1557.55,1556.61,1564.11,1524.77,2981255.0079981503,4607493817.0
000001.XSHE,2015-05-27,1556.61,1543.5,1582.84,1536.94,2499726.11856171,3888978290.0
000001.XSHE,2015-05-28,1545.37,1451.71,1545.37,1447.03,2918106.612202161,4404227952.0
000001.XSHE,2015-05-29,1452.65,1434.86,1467.64,1415.19,2151343.933206027,3103583525.0
000001.XSHE,2015-06-01,1435.79,1489.18,1496.67,1422.68,2304486.7510979194,3365503692.0
000001.XSHE,2015-06-02,1488.24,1477.0,1489.18,1453.59,2033787.605958023,2991520503.0
000001.XSHE,2015-06-03,1477.0,1482.62,1492.92,1452.65,2108964.0339399176,3103911888.0
000001.XSHE,2015-06-04,1484.5,1533.2,1551.93,1467.64,3931846.1524915206,5971743172.0
000001.XSHE,2015-06-05,1564.11,1526.64,1569.72,1501.35,3048782.476549809,4681108344.0
000001.XSHE,2015-06-08,1528.51,1619.36,1634.35,1516.34,5430404.882175675,8596897224.0
000001.XSHE,2015-06-09,1625.92,1590.33,1633.41,1563.17,3509505.3630378605,5601874159.0
000001.XSHE,2015-06-10,1573.47,1562.23,1584.71,1554.74,2347227.6911850367,3679526071.0
000001.XSHE,2015-06-11,1562.23,1543.5,1568.79,1531.32,1822526.77680596,2811122701.0
000001.XSHE,2015-06-12,1543.5,1546.31,1557.55,1527.58,2032254.3597338183,3131979775.0
000001.XSHE,2015-06-15,1548.18,1491.05,1554.74,1489.18,2340596.079272996,3547187107.0
000001.XSHE,2015-06-16,1479.81,1464.83,1504.16,1451.71,1934865.8342606304,2858215963.0
000001.XSHE,2015-06-17,1482.62,1473.26,1487.3,1447.03,1832111.620487898,2690027404.0
000001.XSHE,2015-06-18,1468.57,1440.48,1468.57,1407.69,1711047.4216927693,2468532772.0
000001.XSHE,2015-06-19,1428.3,1370.23,1440.48,1358.99,1671511.9067601794,2345843964.0
000001.XSHE,2015-06-23,1371.17,1400.2,1402.08,1321.53,1927727.867447507,2643242082.0
000001.XSHE,2015-06-24,1404.88,1416.12,1417.06,1376.79,1635721.5151258372,2290334440.0
000001.XSHE,2015-06-25,1459.21,1392.71,1461.08,1382.41,2219929.74488587,3179827386.0
000001.XSHE,2015-06-26,1371.17,1289.68,1399.27,1253.16,2728334.465914025,3624161821.0
000001.XSHE,2015-06-29,1318.72,1270.02,1325.27,1196.03,2789838.512779325,3570399509.0
000001.XSHE,2015-06-30,1268.14,1361.8,1361.8,1255.03,2720621.06182993,3572948777.0
000001.XSHE,2015-07-01,1344.01,1303.73,1366.48,1287.81,1959673.51522171,2629083811.0
000001.XSHE,2015-07-02,1301.86,1287.81,1340.26,1255.03,2117071.4235795657,2762545861.0
000001.XSHE,2015-07-03,1309.35,1224.12,1309.35,1198.84,2773320.921151522,3473562556.0
000001.XSHE,2015-07-06,1339.32,1299.99,1339.32,1245.66,3610458.1389087606,4660093296.0
000001.XSHE,2015-07-07,1279.38,1372.1,1372.1,1245.66,5133865.6657678,6807444404.0
000001.XSHE,2015-07-08,1293.43,1235.36,1310.29,1235.36,5334998.173002203,6762013741.0
000001.XSHE,2015-07-09,1235.36,1335.58,1350.56,1136.08,4638471.847437068,5903517873.0
000001.XSHE,2015-07-10,1297.18,1391.77,1437.67,1274.7,4965883.851498451,6891621787.0
000001.XSHE,2015-07-13,1348.69,1352.44,1393.65,1322.47,3489452.414894561,4737471040.0
000001.XSHE,2015-07-14,1329.96,1299.05,1346.82,1265.33,2754920.1416419693,3608615305.0
000001.XSHE,2015-07-15,1279.38,1271.89,1307.48,1255.03,1736535.7334360678,2225697119.0
000001.XSHE,2015-07-16,1273.76,1273.76,1287.81,1257.84,1482978.2690616753,1884177764.0
000001.XSHE,2015-07-17,1279.38,1294.37,1305.61,1267.21,1794418.6870832916,2304998683.0
000001.XSHE,2015-07-20,1292.49,1273.76,1292.49,1267.21,1450672.716995352,1852319508.0
000001.XSHE,2015-07-21,1265.33,1270.95,1277.51,1253.16,1208262.2510720326,1529187007.0
000001.XSHE,2015-07-22,1263.46,1266.27,1268.14,1249.41,1215142.925284497,1528765712.0
000001.XSHE,2015-07-23,1260.65,1280.32,1286.87,1256.9,1584144.9262684332,2021959362.0
000001.XSHE,2015-07-24,1281.26,1253.16,1283.13,1250.35,1429982.428420952,1815690389.0
000001.XSHE,2015-07-27,1240.98,1165.12,1247.54,1127.65,1908899.165751168,2289472411.0
000001.XSHE,2015-07-28,1141.7,1181.98,1194.15,1140.77,2147359.229428586,2509942386.0
000001.XSHE,2015-07-29,1180.1,1180.1,1181.04,1160.44,1037471.8922125244,1210796311.0
000001.XSHE,2015-07-30,1181.04,1148.26,1183.85,1146.39,822428.7652622228,962337514.0
000001.XSHE,2015-07-31,1138.89,1157.63,1163.24,1126.72,1284171.3604519577,1472863953.0
000001.XSHE,2015-08-03,1142.64,1200.71,1200.71,1138.89,1500252.0891805685,1757701849.0
000001.XSHE,2015-08-04,1196.03,1204.45,1216.63,1179.17,827406.9226617954,988811769.0
000001.XSHE,2015-08-05,1198.84,1179.17,1211.95,1177.29,589159.0847799722,704554017.0
000001.XSHE,2015-08-06,1170.74,1173.55,1191.34,1164.18,480698.0137190576,567205350.0
000001.XSHE,2015-08-07,1181.04,1181.04,1191.34,1174.48,664121.9687732846,785496912.0
000001.XSHE,2015-08-10,1185.72,1210.07,1216.63,1175.42,1124414.8718669163,1346305769.0
000001.XSHE,2015-08-11,1209.14,1202.58,1211.95,1197.9,884585.6508506713,1065330680.0
000001.XSHE,2015-08-12,1188.53,1177.29,1196.03,1176.36,733324.2055908061,869591306.0
000001.XSHE,2015-08-13,1171.67,1177.29,1186.66,1164.18,647397.3345564815,760264719.0
000001.XSHE,2015-08-14,1188.53,1183.85,1194.15,1178.23,879561.8498965242,1043765002.0
000001.XSHE,2015-08-17,1181.04,1174.48,1188.53,1166.99,725659.2892173558,852602288.0
000001.XSHE,2015-08-18,1170.74,1149.2,1192.28,1120.16,1255960.274973895,1459626079.0
000001.XSHE,2015-08-19,1133.27,1145.45,1145.45,1114.54,1023813.6644986684,1157076512.0
000001.XSHE,2015-08-20,1139.83,1128.59,1139.83,1115.48,723512.4978956043,815671265.0
000001.XSHE,2015-08-21,1114.54,1077.08,1122.97,1075.21,996558.4729082334,1095695197.0
000001.XSHE,2015-08-24,1039.61,969.37,1046.17,969.37,1620806.3484531194,1601619217.0
000001.XSHE,2015-08-25,922.54,886.01,969.37,872.9,2340772.636877688,2122744841.0
000001.XSHE,2015-08-26,899.13,928.16,958.13,871.97,2660632.563351146,2459526450.0
000001.XSHE,2015-08-27,951.58,1011.52,1020.88,924.41,1974429.4527048403,1911515944.0
000001.XSHE,2015-08-28,1019.95,1014.33,1036.81,988.1,1716893.407470942,1728770225.0
000001.XSHE,2015-08-31,1003.09,1036.81,1036.81,981.55,1563427.030024788,1578250908.0
000001.XSHE,2015-09-01,1020.88,1083.63,1086.44,995.6,2837604.880817253,3003860728.0
000001.XSHE,2015-09-02,1047.11,1108.92,1122.03,1035.87,3006388.601522201,3273318112.0
000001.XSHE,2015-09-07,1081.76,1019.95,1081.76,1019.95,1469272.8849453402,1544170479.0
000001.XSHE,2015-09-08,1019.01,1030.25,1043.36,992.79,797885.1735015773,815231927.0
000001.XSHE,2015-09-09,1033.06,1039.61,1048.04,1019.95,908698.5888939124,940574475.0
000001.XSHE,2015-09-10,1030.25,1034.93,1047.11,1024.63,496702.8011556336,514559480.0
000001.XSHE,2015-09-11,1032.12,1026.5,1041.49,1019.01,455324.20457866543,469296275.0
000001.XSHE,2015-09-14,1029.31,1018.07,1030.25,978.74,807669.8173995893,813924901.0
000001.XSHE,2015-09-15,1001.21,989.98,1016.2,984.36,579588.2977433887,579058066.0
000001.XSHE,2015-09-16,991.85,1020.88,1037.74,985.29,607785.4008306559,612769287.0
000001.XSHE,2015-09-17,1016.2,1008.71,1043.36,1008.71,662827.2972410306,682321135.0
000001.XSHE,2015-09-18,1015.26,1012.45,1025.57,1004.96,339822.325053089,345041966.0
000001.XSHE,2015-09-21,1002.15,1013.39,1019.95,997.47,412252.04708947206,416859137.0
000001.XSHE,2015-09-22,1014.33,1026.5,1035.87,1013.39,526331.9785679493,541004961.0
000001.XSHE,2015-09-23,1017.14,1002.15,1021.82,1000.28,396279.5689268072,399594770.0
000001.XSHE,2015-09-24,1007.77,1003.09,1012.45,999.34,276142.6621738827,277272622.0
000001.XSHE,2015-09-25,1001.21,988.1,1002.15,979.67,476646.2453192999,471530219.0
000001.XSHE,2015-09-28,989.04,986.23,989.04,976.86,212565.63986088432,209173786.0
000001.XSHE,2015-09-29,978.74,972.18,989.04,966.56,356190.1623156206,347610652.0
000001.XSHE,2015-09-30,974.05,982.48,991.85,973.12,389349.74757755885,383231490.0
000001.XSHE,2015-10-08,1016.2,1002.15,1018.07,1002.15,527521.7981340121,533833110.0
000001.XSHE,2015-10-09,1006.83,1020.88,1025.57,1004.02,506746.2189483582,516311286.0
000001.XSHE,2015-10-12,1026.5,1051.79,1065.84,1022.76,907190.4039779804,950595631.0
000001.XSHE,2015-10-13,1048.98,1042.42,1054.6,1038.68,384159.1431476756,401602727.0
000001.XSHE,2015-10-14,1034.0,1028.38,1043.36,1024.63,447345.4734631167,462959392.0
000001.XSHE,2015-10-15,1025.57,1046.17,1046.17,1025.57,518798.4906850704,539098638.0
000001.XSHE,2015-10-16,1049.92,1051.79,1058.35,1045.23,608592.1362629423,640487675.0
000001.XSHE,2015-10-19,1055.54,1054.6,1063.03,1044.3,772346.7399962072,814915423.0
000001.XSHE,2015-10-20,1048.98,1060.22,1065.84,1048.98,763297.6212484202,807254601.0
000001.XSHE,2015-10-21,1057.41,1050.85,1099.56,1047.11,1422857.437312652,1523646665.0
000001.XSHE,2015-10-22,1053.66,1061.16,1066.78,1048.04,878509.5536959553,928916518.0
000001.XSHE,2015-10-23,1066.78,1074.27,1079.89,1063.03,1000347.9562865944,1073374738.0
000001.XSHE,2015-10-26,1086.44,1078.95,1106.11,1071.46,1159439.7664395943,1260632429.0
000001.XSHE,2015-10-27,1077.08,1075.21,1089.25,1062.09,619730.5903032895,664652113.0
000001.XSHE,2015-10-28,1073.33,1055.54,1075.21,1053.66,581501.4210735738,619663564.0
000001.XSHE,2015-10-29,1058.35,1055.54,1063.97,1053.66,338144.84339769214,357836358.0
000001.XSHE,2015-10-30,1058.35,1063.97,1069.59,1055.54,572213.1413479703,607982254.0
000001.XSHE,2015-11-02,1055.54,1043.36,1060.22,1041.49,517234.4195675509,544006225.0
000001.XSHE,2015-11-03,1044.3,1034.93,1049.92,1031.19,417755.6211531215,434793949.0
000001.XSHE,2015-11-04,1037.74,1094.87,1094.87,1034.93,1395753.1359887482,1493158492.0
000001.XSHE,2015-11-05,1086.44,1130.46,1169.8,1081.76,2447387.196362543,2780036428.0
000001.XSHE,2015-11-06,1125.78,1160.44,1162.31,1116.42,1562251.0470166488,1781369667.0
000001.XSHE,2015-11-09,1170.74,1211.95,1251.28,1170.74,2577310.179462849,3138258468.0
000001.XSHE,2015-11-10,1198.84,1194.15,1223.19,1181.04,1201198.090692124,1438793435.0
000001.XSHE,2015-11-11,1189.47,1175.42,1196.96,1159.5,1090909.9938745298,1280310148.0
000001.XSHE,2015-11-12,1180.1,1161.37,1183.85,1150.13,716579.2124818106,833774918.0
000001.XSHE,2015-11-13,1144.51,1146.39,1168.86,1141.7,627332.1644466541,722302841.0
000001.XSHE,2015-11-16,1136.08,1155.75,1160.44,1132.34,597753.550508328,685963281.0
000001.XSHE,2015-11-17,1162.31,1170.74,1189.47,1157.63,1117334.9761689191,1315184784.0
000001.XSHE,2015-11-18,1166.99,1163.24,1189.47,1152.94,847444.7319555723,991518540.0
000001.XSHE,2015-11-19,1161.37,1170.74,1171.67,1154.82,503016.2546765293,585568629.0
000001.XSHE,2015-11-20,1170.74,1175.42,1179.17,1163.24,638525.1059195864,747422633.0
000001.XSHE,2015-11-23,1175.42,1166.05,1178.23,1159.5,649139.2950559582,760465248.0
000001.XSHE,2015-11-24,1162.31,1150.13,1166.05,1138.89,709185.9355029431,812746471.0
000001.XSHE,2015-11-25,1143.58,1153.88,1157.63,1139.83,548225.4792526086,629496251.0
000001.XSHE,2015-11-26,1157.63,1145.45,1159.5,1142.64,589596.0801431751,679670480.0
000001.XSHE,2015-11-27,1140.77,1098.62,1142.64,1079.89,777315.6305182867,867766933.0
000001.XSHE,2015-11-30,1097.68,1099.56,1111.73,1077.08,703073.9168394633,770289428.0
000001.XSHE,2015-12-01,1095.81,1100.49,1109.86,1078.95,726311.4158238602,793179414.0
000001.XSHE,2015-12-02,1095.81,1171.67,1183.85,1093.0,1725158.9705292445,1978346021.0
000001.XSHE,2015-12-03,1160.44,1166.05,1194.15,1147.32,1522525.9337078172,1785930625.0
000001.XSHE,2015-12-04,1152.94,1135.15,1159.5,1132.34,815914.1505527903,934558065.0
000001.XSHE,2015-12-07,1140.77,1137.96,1147.32,1127.65,429966.03131920274,488272690.0
000001.XSHE,2015-12-08,1130.46,1120.16,1132.34,1114.54,536856.8275960577,602280940.0
000001.XSHE,2015-12-09,1116.42,1122.97,1135.15,1114.54,458325.9900086379,515485025.0
000001.XSHE,2015-12-10,1119.23,1120.16,1137.02,1115.48,445745.3220968433,502196228.0
000001.XSHE,2015-12-11,1115.48,1107.99,1116.42,1098.62,405053.0329696116,448654392.0
000001.XSHE,2015-12-14,1098.62,1130.46,1134.21,1096.75,626780.2823629319,698534803.0
000001.XSHE,2015-12-15,1126.72,1116.42,1132.34,1111.73,389076.82055140537,436495815.0
000001.XSHE,2015-12-16,1122.03,1113.61,1124.84,1112.67,419199.88146658166,468369539.0
000001.XSHE,2015-12-17,1121.1,1130.46,1137.02,1120.16,692167.72375847,780901747.0
000001.XSHE,2015-12-18,1126.72,1145.45,1173.55,1125.78,1092201.0869090753,1257219154.0
000001.XSHE,2015-12-21,1137.02,1171.67,1191.34,1135.15,1367883.9963470944,1595740343.0
000001.XSHE,2015-12-22,1170.74,1164.18,1181.98,1159.5,745354.7673040254,870098279.0
000001.XSHE,2015-12-23,1167.93,1168.86,1195.09,1161.37,1109366.788152559,1302203227.0
000001.XSHE,2015-12-24,1166.99,1155.75,1175.42,1146.39,683576.7423750813,792026552.0
000001.XSHE,2015-12-25,1159.5,1162.31,1167.93,1154.82,426915.06138637714,495627675.0
000001.XSHE,2015-12-28,1164.18,1122.03,1166.99,1122.03,878092.3700792312,1003174164.0
000001.XSHE,2015-12-29,1122.97,1132.34,1133.27,1121.1,661762.9139657698,744765101.0
000001.XSHE,2015-12-30,1132.34,1133.27,1134.21,1119.23,568732.1379724161,641254603.0
000001.XSHE,2015-12-31,1133.27,1122.97,1136.08,1122.03,524519.391435212,591624144.0
000001.XSHE,2016-01-04,1123.91,1061.16,1125.78,1058.35,601646.5320969506,660448456.0
000001.XSHE,2016-01-05,1055.54,1067.71,1082.7,1046.17,708177.1267478998,755567667.0
000001.XSHE,2016-01-06,1069.59,1079.89,1082.7,1066.78,550619.9872209205,591740594.0
000001.XSHE,2016-01-07,1068.65,1024.63,1068.65,1021.82,186592.75445770667,194850141.0
000001.XSHE,2016-01-08,1049.92,1041.49,1057.41,1021.82,798136.4545026836,831431411.0
000001.XSHE,2016-01-11,1030.25,1007.77,1037.74,1001.21,781574.232215684,800774799.0
000001.XSHE,2016-01-12,1014.33,1012.45,1020.88,997.47,599669.1214380957,606032787.0
000001.XSHE,2016-01-13,1019.95,1003.09,1023.69,1002.15,418228.01443539467,424394299.0
000001.XSHE,2016-01-14,991.85,1008.71,1010.58,981.55,711424.7454669827,708613692.0
000001.XSHE,2016-01-15,998.4,979.67,1011.52,975.93,478548.1764267561,474953048.0
000001.XSHE,2016-01-18,968.43,974.99,989.04,967.5,449546.8476599761,439949602.0
000001.XSHE,2016-01-19,978.74,1003.09,1009.64,974.99,535034.4824492319,532065599.0
000001.XSHE,2016-01-20,1002.15,987.17,1011.52,977.8,644626.2163558454,640993842.0
000001.XSHE,2016-01-21,981.55,966.56,1005.9,966.56,647183.4547260386,638139022.0
000001.XSHE,2016-01-22,974.05,974.05,978.74,957.19,498354.3760587238,483001394.0
000001.XSHE,2016-01-25,974.05,971.24,977.8,967.5,401919.17960545287,390742880.0
000001.XSHE,2016-01-26,966.56,924.41,966.56,923.48,691769.1143540203,653713554.0
000001.XSHE,2016-01-27,930.03,925.35,933.78,900.06,607563.1447560382,558552327.0
000001.XSHE,2016-01-28,919.73,907.56,926.29,903.81,323022.4216580723,296076713.0
000001.XSHE,2016-01-29,912.24,936.59,943.15,907.56,581295.977962609,540484292.0
000001.XSHE,2016-02-01,934.72,917.86,937.53,912.24,446012.8559911098,412688467.0
000001.XSHE,2016-02-02,917.86,931.91,939.4,917.86,394092.21920571727,367262208.0
000001.XSHE,2016-02-03,922.54,922.54,925.35,915.05,293161.7274047738,269971756.0
000001.XSHE,2016-02-04,926.29,931.91,936.59,925.35,398357.6793896405,370561143.0
000001.XSHE,2016-02-05,932.84,929.1,933.78,928.16,289232.4356904531,269187618.0
000001.XSHE,2016-02-15,904.75,916.92,922.54,904.75,297354.753958906,271216092.0
000001.XSHE,2016-02-16,921.6,937.53,939.4,921.6,457387.3753373224,427495873.0
000001.XSHE,2016-02-17,939.4,950.64,956.26,936.59,624783.8351005639,590501702.0
000001.XSHE,2016-02-18,953.45,945.02,957.19,945.02,433677.1729698841,412301534.0
000001.XSHE,2016-02-19,945.02,940.34,949.7,935.65,340487.0493651231,320947757.0
000001.XSHE,2016-02-22,948.77,963.75,965.62,942.21,659562.574319066,630182303.0
000001.XSHE,2016-02-23,963.75,947.83,963.75,941.27,454706.5275418587,432318997.0
000001.XSHE,2016-02-24,942.21,950.64,950.64,937.53,320421.568627451,302491363.0
000001.XSHE,2016-02-25,947.83,905.68,948.77,899.13,664191.0950887732,614988651.0
000001.XSHE,2016-02-26,915.05,916.92,919.73,904.75,418704.7572307289,382626234.0
000001.XSHE,2016-02-29,916.92,895.38,918.79,882.27,605276.6155152001,542264927.0
000001.XSHE,2016-03-01,901.0,908.49,915.05,897.25,403497.74901209696,365141101.0
000001.XSHE,2016-03-02,913.18,945.96,947.83,911.3,722419.7006215908,673611069.0
000001.XSHE,2016-03-03,945.02,946.89,953.45,941.27,590536.3653645092,559034291.0
000001.XSHE,2016-03-04,945.02,974.05,983.42,944.08,1474769.2212925416,1429162021.0
000001.XSHE,2016-03-07,969.37,968.43,982.48,964.69,647407.6618857326,630164067.0
000001.XSHE,2016-03-08,970.31,962.81,970.31,930.97,686702.8468752921,650453198.0
000001.XSHE,2016-03-09,949.7,952.51,957.19,940.34,347966.23342537094,330134347.0
000001.XSHE,2016-03-10,959.07,950.64,969.37,949.7,506111.9877135403,486430108.0
000001.XSHE,2016-03-11,945.96,951.58,957.19,940.34,409715.20208495343,389630094.0
000001.XSHE,2016-03-14,956.26,960.94,979.67,956.26,699515.1705621581,679145735.0
000001.XSHE,2016-03-15,962.81,966.56,970.31,951.58,446214.8650885615,428784821.0
000001.XSHE,2016-03-16,961.88,969.37,978.74,960.0,709901.2864025088,690060922.0
000001.XSHE,2016-03-17,970.31,975.93,981.55,964.69,652360.1405838534,635164877.0
000001.XSHE,2016-03-18,975.93,987.17,989.98,974.05,851186.3853237033,836569356.0
000001.XSHE,2016-03-21,988.1,1011.52,1017.14,988.1,982746.4014552356,987796930.0
000001.XSHE,2016-03-22,1008.71,1004.02,1024.63,1002.15,667832.0192824843,675364797.0
000001.XSHE,2016-03-23,1003.09,1002.15,1008.71,993.72,459409.7290824727,458987533.0
000001.XSHE,2016-03-24,993.72,985.29,995.6,983.42,397620.1037258066,393406930.0
000001.XSHE,2016-03-25,984.36,991.85,992.79,984.36,253120.0584765842,250328720.0
000001.XSHE,2016-03-28,994.66,981.55,997.47,978.74,382899.30008659774,378990937.0
000001.XSHE,2016-03-29,984.36,976.86,985.29,973.12,339870.2720963086,332450343.0
000001.XSHE,2016-03-30,981.55,1002.15,1002.15,981.55,576240.0838197875,572621224.0
000001.XSHE,2016-03-31,1003.09,996.53,1006.83,996.53,446714.9328168745,447244732.0
000001.XSHE,2016-04-01,994.66,998.4,1001.21,983.42,394349.53125000006,391840446.0
000001.XSHE,2016-04-05,994.66,1002.15,1011.52,983.42,632410.9464650999,632373147.0
000001.XSHE,2016-04-06,1000.28,1004.02,1006.83,993.72,464730.5033764269,464930968.0
000001.XSHE,2016-04-07,1004.02,991.85,1004.96,991.85,403292.3123456168,401974916.0
000001.XSHE,2016-04-08,988.1,989.98,999.34,983.42,402046.07971878216,398018875.0
000001.XSHE,2016-04-11,992.79,1004.02,1010.58,992.79,839630.4774805282,840423779.0
000001.XSHE,2016-04-12,1002.15,999.34,1003.09,994.66,318816.6189685192,318538360.0
000001.XSHE,2016-04-13,1004.96,1012.45,1027.44,1003.09,914768.6898118424,929816683.0
000001.XSHE,2016-04-14,1019.01,1015.26,1020.88,1010.58,345559.03315406886,350704201.0
000001.XSHE,2016-04-15,1015.26,1019.01,1024.63,1011.52,530887.539867126,541022755.0
000001.XSHE,2016-04-18,1013.39,1004.96,1013.39,1004.96,374394.7440694158,377798184.0
000001.XSHE,2016-04-19,1008.71,1008.71,1012.45,1003.09,233014.92004639588,234504146.0
000001.XSHE,2016-04-20,1008.71,985.29,1009.64,970.31,647655.4841721726,640209985.0
000001.XSHE,2016-04-21,985.29,984.36,995.6,978.74,596629.0269819984,588724881.0
000001.XSHE,2016-04-22,979.67,988.1,994.66,974.99,384029.1822690012,379157556.0
000001.XSHE,2016-04-25,989.04,983.42,989.04,975.93,372903.6423908401,366533489.0
000001.XSHE,2016-04-26,981.55,991.85,991.85,980.61,311447.53843827185,306972440.0
000001.XSHE,2016-04-27,990.91,989.98,993.72,985.29,255771.407503182,253314651.0
000001.XSHE,2016-04-28,990.91,998.4,1007.77,987.17,488433.8541666668,487259867.0
000001.XSHE,2016-04-29,996.53,989.98,996.53,988.1,432394.3372593386,428589801.0
000001.XSHE,2016-05-03,990.91,1000.28,1004.02,985.29,522214.7158795536,521138296.0
000001.XSHE,2016-05-04,1000.28,1004.02,1006.83,998.4,440361.1402163305,441828979.0
000001.XSHE,2016-05-05,1001.21,1004.02,1004.02,997.47,255734.17262604332,256000041.0
000001.XSHE,2016-05-06,1004.96,985.29,1004.96,985.29,370008.1600341016,367415457.0
000001.XSHE,2016-05-09,983.42,969.37,985.29,966.56,439008.82531953737,428352774.0
000001.XSHE,2016-05-10,968.43,962.81,971.24,961.88,312411.37919215625,301771959.0
000001.XSHE,2016-05-11,964.69,971.24,976.86,964.69,349449.9093941765,339002464.0
000001.XSHE,2016-05-12,965.62,972.18,974.05,960.94,347949.6266123559,336804674.0
000001.XSHE,2016-05-13,969.37,969.37,974.05,967.5,196741.50221277736,191005466.0
