code,date,open,close,high,low,volume,money,time_interval,SMA_5,SMA_15,upperband,lowerband,SMA5_volume,ATR_5,ATR_15,MACD
000001.XSHE,2014-06-25,758.24,755.91,758.24,745.86,350602.5201412868,263561761.0,1.0,757.7700000000001,754.9346666666667,791.5691507076942,718.3001826256391,476114.2678322334,12.380000000000019,16.273333333333326,-4.391455928141909
000001.XSHE,2014-06-26,751.27,759.78,760.56,751.27,443171.7997315013,335695808.0,1.0,758.388,757.1219999999998,790.3613365930001,723.8826634069995,439874.9759528191,10.21400000000001,16.25666666666666,-4.093682794023039
000001.XSHE,2014-06-27,757.46,759.78,763.65,751.27,475013.3222775016,359867500.0,1.0,757.924,759.5213333333334,787.1757206025894,731.8669460640773,438698.67832985206,10.98800000000001,16.276666666666664,-3.7494116827026573
000001.XSHE,2014-06-30,758.24,766.75,771.39,758.24,578040.8972937727,442022667.0,3.0,760.092,761.9613333333333,784.4935475630783,739.4291191035883,442931.1067071286,10.831999999999994,16.219999999999995,-4.844444714319934
000001.XSHE,2014-07-01,766.75,762.88,769.84,760.56,368281.7533557046,281226036.0,1.0,761.02,762.9986666666667,784.0244112489158,741.9729220844176,443022.0585599534,11.296000000000003,15.651333333333332,-4.475112119666619
000001.XSHE,2014-07-02,762.88,765.2,765.97,759.01,369701.43491897534,281860930.0,1.0,762.8779999999999,764.0633333333333,783.6705749498739,744.4560917167927,446841.84151549113,10.212000000000012,15.26733333333334,-4.55653843446612
000001.XSHE,2014-07-03,765.2,770.62,772.94,760.56,577609.4313669512,443706947.0,1.0,765.046,765.3533333333334,783.8690620395896,746.8376046270771,473729.3678425811,10.830000000000041,15.268000000000013,-5.543348016663117
000001.XSHE,2014-07-04,771.39,766.75,774.48,763.65,442426.08542549727,339849680.0,1.0,766.4399999999999,764.2706666666668,780.0660447730525,748.4752885602811,467211.9204721803,10.52000000000005,12.48266666666669,-5.081764105583716
000001.XSHE,2014-07-07,766.75,762.88,768.29,758.24,443396.2694001676,337858862.0,3.0,765.6659999999999,762.878,774.4148482945436,751.3411517054565,440282.99489345925,9.900000000000045,12.069333333333354,-3.7945166530547567
000001.XSHE,2014-07-08,761.33,768.29,768.29,755.91,447310.7693709407,341181866.0,1.0,766.748,762.3106666666666,771.5144809898223,753.1068523435109,456088.7980965064,10.520000000000028,11.862666666666685,-4.012600778535557
000001.XSHE,2014-07-09,767.52,746.63,767.52,741.21,759833.9405060072,573428081.0,1.0,763.034,761.2273333333334,773.4682564233267,748.9864102433401,534115.2992139128,14.544000000000006,12.378666666666678,0.5398751807063036
