code,date,open,close,high,low,volume,money,time_interval,SMA_5,SMA_15,upperband,lowerband,SMA5_volume,ATR_5,ATR_15,MACD
000001.XSHE,2020-06-11,1615.9,1579.66,1615.9,1570.0,1117049.686641429,1774199901.0,1.0,1629.1799999999998,1598.5153333333335,1686.4537032674198,1510.5769633992472,558556.4034543632,34.78200000000006,35.12133333333335,-5.727370361422118
000001.XSHE,2020-06-12,1557.93,1568.79,1572.42,1555.51,853328.7074751881,1331618649.0,1.0,1614.6860000000001,1600.8386666666668,1683.1251050100275,1518.552228323306,665791.3254570597,35.26400000000008,32.932666666666684,5.037197216546247
000001.XSHE,2020-06-15,1551.89,1548.26,1566.38,1545.85,546754.0464779818,850767474.0,3.0,1595.362,1601.4773333333333,1681.8219494625428,1521.1327172041238,678102.5328364068,33.572000000000074,32.720666666666695,15.383728419672025
000001.XSHE,2020-06-16,1557.93,1556.72,1567.59,1553.09,594571.0397502442,927043660.0,1.0,1576.522,1602.0466666666666,1680.8794947330884,1523.2138386002448,718470.29795458,32.60800000000004,32.980666666666686,19.01571627067551
000001.XSHE,2020-06-17,1556.72,1551.89,1557.93,1541.02,593248.3874501413,918251074.0,1.0,1561.064,1602.6106666666667,1679.7490541703237,1525.4722791630097,740990.3735589972,28.502000000000045,32.36666666666668,21.34830433914931
000001.XSHE,2020-06-18,1541.02,1541.02,1545.85,1521.69,927111.6818730452,1419971926.0,1.0,1553.3359999999998,1600.1146666666668,1682.8239046605054,1517.4054286728283,703002.7726053204,22.70600000000004,31.159333333333354,24.08405136496117
000001.XSHE,2020-06-19,1537.39,1545.85,1549.47,1522.9,1274756.955720154,1954584849.0,1.0,1548.748,1598.5046666666667,1684.5972125084604,1512.412120824873,787288.4222543135,23.19000000000001,31.803333333333345,23.670151656478083
000001.XSHE,2020-06-22,1538.6,1526.53,1541.02,1524.11,1092225.237630443,1671023245.0,3.0,1544.402,1593.0299999999997,1686.4867704495211,1499.5732295504783,896382.6604848057,22.95,30.112666666666687,26.467453840843064
000001.XSHE,2020-06-23,1527.73,1521.69,1532.56,1512.03,820413.8556473395,1248046609.0,1.0,1537.396,1585.380666666667,1682.3309321099396,1488.4304012233943,941551.2236642248,23.19000000000001,28.66333333333335,28.00473620502089
000001.XSHE,2020-06-24,1526.53,1545.85,1554.3,1521.69,1261259.3459908783,1946329061.0,1.0,1536.1879999999999,1579.4226666666666,1674.206611801036,1484.6387215322973,1075153.4153723721,26.329999999999973,27.77800000000002,22.701286908915336
